"LamourDorothy", -0.0021454659290611744 8.607864729128778E-4 -0.0049851336516439915 0.0035499322693794966 -0.0032209286000579596 0.0029677448328584433 -0.003384966868907213 -0.0030246363021433353 -0.004843034315854311 -0.0016722541768103838 5.5802607676014304E-5 -0.0030330135487020016 3.054605040233582E-4 -0.0021876399405300617 0.0015541957691311836 0.0025836187414824963 0.004753016401082277 -0.0013649885077029467 0.0023606843315064907 0.0014054322382435203 0.002670234302058816 0.0016692884964868426 0.001179284998215735 -0.0031915016006678343 0.0025995417963713408 -0.0031862074974924326 -0.004862532950937748 0.0027538647409528494 -0.004708003718405962 -0.0049270023591816425 -0.004829969722777605 -0.0034216593485325575 -0.0011010532034561038 3.983715723734349E-4 -3.389100020285696E-4 -0.002346747787669301 0.004670530091971159 0.004329620860517025 -4.898732877336442E-4 -9.548884117975831E-4 -5.79706160351634E-4 0.0016075698658823967 0.0031890927348285913 5.334593588486314E-4 0.003653615014627576 -0.004805906675755978 0.004348111804574728 0.0018740450032055378 0.0017151185311377048 2.3768436221871525E-4 -0.0028046725783497095 0.0036840946413576603 0.004382550250738859 -0.004070253577083349 0.0038111305329948664 -0.001590178580954671 0.003914130851626396 0.0013874443247914314 -0.00225873664021492 -0.0012250524014234543 -0.0046900794841349125 0.002948965411633253 -0.004213355947285891 -0.002960917539894581 -0.0026222351007163525 -0.0017479327507317066 -0.0018786893924698234 7.084855460561812E-4 0.004769078455865383 0.0012638348853215575 -0.0028470929246395826 0.004408502951264381 -0.0027082019951194525 -7.86566233728081E-4 -0.002394390292465687 -4.8742859507910907E-4 -0.0032779478933662176 -5.151918157935143E-4 0.0030356263741850853 0.004184140358120203 -0.004930685739964247 -0.0045517366379499435 -0.003378688357770443 -0.0024461853317916393 -0.0017786745447665453 -0.004675542935729027 0.0026264225598424673 -0.0044111753813922405 0.0042737387120723724 -0.004141435492783785 -0.0010743177263066173 -0.0016075058374553919 0.002808776218444109 0.0015389653854072094 -0.0032061210367828608 9.379655821248889E-4 0.0030941965524107218 0.001809484325349331 -0.001620910712517798 -0.0034698829986155033
"EvansHelenaPhillips", -0.0013948798878118396 0.0013611468020826578 3.781352424994111E-4 -0.0033561275340616703 -0.0015856020618230104 0.00403981376439333 0.00304068299010396 0.0036244553048163652 -0.001148527255281806 -0.004833239130675793 -0.004377573262900114 -0.0042388248257339 -0.0027099803555756807 -0.003982981201261282 -6.326973089016974E-4 -0.00199531065300107 -0.003872642293572426 -0.0013607010478153825 0.004734985530376434 -2.8483354253694415E-4 0.003989001270383596 0.004335067234933376 -7.543994579464197E-4 -8.300948538817465E-4 -0.0024838533718138933 -0.0034016387071460485 -0.003090688493102789 0.0017288769595324993 -0.0018721884116530418 -3.6617526347981766E-5 0.0049249581061303616 0.0035516885109245777 4.648805770557374E-6 0.003763579996302724 -0.001880581141449511 -0.001064607873558998 0.0033591587562114 0.004701938945800066 -0.0034178232308477163 2.592711243778467E-4 0.0037605930119752884 0.003773511154577136 3.258160431869328E-4 -0.0012372271157801151 9.014261304400861E-4 0.0041108145378530025 -0.004573182202875614 0.002985126106068492 7.537543424405158E-4 -3.203848609700799E-4 -2.066190354526043E-4 -3.633848100434989E-4 0.0025322299916297197 -7.081283256411552E-4 -0.0032202419824898243 -0.003205797867849469 0.004568916745483875 -0.004085561726242304 -6.856655236333609E-4 0.0016277176328003407 -0.003550707595422864 -0.004822883754968643 -0.001567626604810357 -0.0015498403226956725 -0.005034196190536022 -7.666562451049685E-4 -0.004523102194070816 0.004273959901183844 5.132656660862267E-4 0.003232462564483285 -0.004097067750990391 -2.948551264125854E-4 -5.43942442163825E-4 -0.0011549328919500113 -0.004906917456537485 -0.001160709303803742 0.00416870042681694 0.0016536257462576032 -1.6058183973655105E-5 0.0030800150707364082 1.4758805627934635E-4 -0.0035068257711827755 0.004753919783979654 0.0014959563268348575 0.0012431262293830514 -0.004571449011564255 -0.0037181610241532326 0.0017598853446543217 6.047773240425158E-6 -2.7127274734084494E-5 -0.004005583003163338 -0.0016364143230021 0.0046383086591959 -0.002975809620693326 -0.004432946443557739 0.0046601067297160625 -0.0038339144084602594 0.0021378034725785255 0.004174151457846165 2.583174791652709E-4
"FlavinJames", 0.0027792900800704956 -0.0010741109726950526 -0.003802273655310273 0.004530775360763073 2.944151929114014E-4 0.0035374360159039497 3.4320191480219364E-4 0.0022632875479757786 -6.709870067425072E-4 0.003587189828976989 -0.003429449861869216 8.639651350677013E-4 -0.003327059792354703 0.00491724256426096 -0.0014152631629258394 0.0027646352536976337 -0.004200340248644352 0.0015988423256203532 4.5458562090061605E-4 0.0031538510229438543 -0.0021007279865443707 -0.0046961042098701 0.0024899423588067293 8.811678853817284E-4 -0.002947144443169236 -0.0033547370694577694 0.0031117850448936224 -0.003982899710536003 0.004807211924344301 0.003547056345269084 0.0032475257758051157 -0.003858971642330289 -0.0031039114110171795 0.0038547287695109844 7.149760676838923E-6 -0.0017858798382803798 0.0010737467091530561 0.0029870481230318546 -0.0023510411847382784 -0.001233601593412459 0.0033499624114483595 -0.002740330994129181 0.0040406957268714905 2.657582226675004E-4 -0.004559692926704884 -7.553594186902046E-4 -8.635827689431608E-4 -9.062160388566554E-4 6.838211993454024E-5 -0.0021225421223789454 0.0035981780383735895 0.002435283735394478 0.003286391496658325 -0.0019821603782474995 0.002113725757226348 -0.002339735394343734 -0.0018966468051075935 -4.936177865602076E-4 -8.4776955191046E-4 -0.0035429231356829405 -0.002957140328362584 -0.00148934090975672 0.0010333999525755644 -0.004712809342890978 -0.0016615003114566207 0.003092855913564563 0.004396800417453051 -0.004818860907107592 0.0031624005641788244 0.002913755364716053 0.0048552146181464195 -0.0024589290842413902 -0.0038102311082184315 5.5560713008162566E-6 -3.391862992430106E-5 0.0017827169504016638 4.5349454740062356E-4 0.003599090501666069 0.004805348813533783 -0.004415260627865791 -0.002727472921833396 -0.004597019404172897 9.870338253676891E-4 0.003279387950897217 0.0020592117216438055 -1.5990999236237258E-4 0.004720624536275864 -0.0036758456844836473 0.0019861520268023014 -0.002409478882327676 0.0016712415963411331 -0.0041908822022378445 -0.0047185467556118965 -0.004179292358458042 -0.004325953312218189 0.004025871399790049 0.004255739506334066 -0.003540125908330083 -0.0010413790587335825 -7.444142829626799E-4
"CrosbyBing", -0.004528942983597517 -0.004041159525513649 0.0022515009623020887 -0.00392499566078186 0.0015496527776122093 0.004178804811090231 7.626222213730216E-4 5.264061619527638E-4 -0.003563244827091694 -4.141769895795733E-4 0.004396542906761169 0.003778178710490465 4.618538951035589E-4 -0.0031283809803426266 -0.00466871215030551 4.352808173280209E-5 7.110416772775352E-4 -9.550179238431156E-4 0.001830821274779737 2.7539217262528837E-4 4.0096763405017555E-4 7.623294950462878E-4 -0.002761825453490019 0.002367942361161113 -0.002197074703872204 -0.004480584524571896 -0.0026790935080498457 -0.0020207485649734735 -1.565095008118078E-4 -0.0026144995354115963 -0.003247976303100586 0.004407817497849464 0.001975471619516611 0.0021360833197832108 -0.0015002372674643993 -0.003711187746375799 0.003367837518453598 -0.004604455083608627 -0.0016143566463142633 0.0048065269365906715 -0.003166329115629196 0.0032310201786458492 -0.0029137898236513138 0.002662254963070154 0.003498271107673645 -0.004923757165670395 -0.0037535042501986027 -0.004737868905067444 -0.003300884272903204 0.002200992312282324 0.0033564299810677767 7.215166697278619E-4 -0.0013732884544879198 0.003577543655410409 -7.697514374740422E-4 -0.004139862023293972 -6.539016030728817E-4 -0.003933142405003309 -5.823937826789916E-4 -0.001279274933040142 1.221185375470668E-4 -0.0029246436897665262 -0.0011226378846913576 0.0034539210610091686 -0.001340284594334662 -6.617475301027298E-4 -8.282021735794842E-4 0.0038024750538170338 0.0026791247073560953 -0.0026667683850973845 -0.00454678712412715 0.0017928668530657887 0.0036946036852896214 -0.0035992239136248827 -0.004844008479267359 -0.001379732508212328 0.0032659515272825956 0.0036755141336470842 0.0023078445810824633 -0.0036710184067487717 0.0042349668219685555 -0.0026820790953934193 -0.0027622338384389877 -0.004654699005186558 0.0026830830611288548 -0.001841277931816876 0.00488117802888155 5.926158628426492E-4 -0.0010149974841624498 -0.0019149916479364038 6.32326235063374E-4 0.002414250746369362 -0.0015902747400105 0.0021929508075118065 -1.2429548951331526E-4 0.0031228901352733374 5.571429501287639E-4 -0.004184219986200333 -0.004313778597861528 -1.0626690709614195E-5
"SullivanBrick", 0.0031150085851550102 -8.895930950529873E-4 -0.004723656456917524 -2.5985020329244435E-4 0.0031339407432824373 -0.0049596987664699554 -0.0048334854654967785 0.0049238307401537895 0.003200800623744726 -0.0011901070829480886 -0.003982952795922756 0.0039602480828762054 0.0032322860788553953 0.00238794949837029 0.004687416832894087 0.0016795131377875805 -0.004672458861023188 -0.001286513521336019 6.348893512040377E-4 0.004524593707174063 -0.004251604434102774 -0.002406161045655608 9.309295564889908E-4 -1.817443990148604E-4 -0.004137422889471054 0.0039041752461344004 -0.004353155381977558 -0.0026926500722765923 -8.035431383177638E-4 0.0041671860963106155 -6.265477859415114E-4 0.003276920411735773 -0.004055078141391277 -6.823146395618096E-5 0.0037191598676145077 0.003712952835485339 0.002582887187600136 0.0019817280117422342 0.003736907849088311 -0.0028958553448319435 0.004377907607704401 5.836139898747206E-4 -9.696488850750029E-4 -0.002522459253668785 -6.999800916673848E-7 -0.004026099108159542 -0.004759486299008131 0.0022007429506629705 1.6614624473731965E-4 0.003089361358433962 0.0015233770245686173 0.0042333765886723995 0.0013763800961896777 0.004675657022744417 -7.366568315774202E-4 0.004598223604261875 -0.0015578772872686386 -0.004624790046364069 -0.004928194917738438 0.004087768495082855 0.004246118478477001 0.0019079273333773017 0.001632081693969667 0.00452283164486289 -0.0040922691114246845 0.002569532487541437 0.002486682031303644 0.001896205823868513 -0.00286051444709301 0.0035285225603729486 0.004348807502537966 -0.0016076969914138317 -0.003482544096186757 0.002553880913183093 -0.0022170082665979862 0.0042363121174275875 0.0029874874744564295 0.0035637025721371174 -7.297838455997407E-4 -0.0031283756252378225 -0.0024008480831980705 0.004200981929898262 -0.0030122846364974976 0.001848774729296565 5.885859136469662E-4 -0.001812819275073707 0.004521068185567856 0.003329529659822583 -0.0028064814396202564 -0.0030037276446819305 -0.002345056040212512 -0.0041438015177845955 -0.0015713759930804372 0.0011011636815965176 -0.0034693479537963867 -4.72745654406026E-4 -0.0010341801680624485 8.094315999187529E-4 -0.0016849968815222383 -3.7968280958011746E-4
"FineBudd", -0.0016983678797259927 -0.0016852669650688767 -9.837213438004255E-4 -0.0023820369970053434 -0.0029147490859031677 0.0022530355490744114 0.001590791973285377 8.0323830479756E-4 0.002391451969742775 1.6498279001098126E-4 0.0021781448740512133 -0.0020386504475027323 -5.849134176969528E-4 -5.407546414062381E-4 -6.436057738028467E-4 0.002705710707232356 0.004843793343752623 0.004511246457695961 -0.002084180014207959 -0.0024540552403777838 -0.0033563636243343353 0.001380763715133071 -0.001446111942641437 0.003204013453796506 0.0015582903288304806 -1.8669411656446755E-4 -0.0028694868087768555 0.004040347412228584 -0.00319202383980155 0.004128122236579657 0.0037861322052776814 0.0033472804352641106 8.17534455563873E-4 0.0010811727261170745 -4.65297547634691E-4 0.004110611509531736 0.0034219843801110983 0.00278553762473166 0.0034512628335505724 0.0035653491504490376 0.0029259994626045227 0.0034759980626404285 -0.002996981842443347 0.0018537930445745587 -0.0014142062282189727 -0.002050721552222967 -3.66988533642143E-4 9.267573477700353E-4 0.003151968587189913 -0.0026548015885055065 -0.0031081466004252434 0.0015158153837546706 0.004793835803866386 -0.0038561339024454355 -0.004771002568304539 0.002495803404599428 -8.888770826160908E-4 0.003091740421950817 -0.0019027030793949962 -0.004481883253902197 0.0016297511756420135 0.0032121380791068077 0.003975612111389637 1.4575298700947315E-4 -0.002519953763112426 0.002950279274955392 -3.0786663955950644E-6 -0.004218195099383593 0.004258876200765371 -0.003884652629494667 -0.0038837851025164127 -0.00420449348166585 0.003855552989989519 -0.00411271071061492 2.498894464224577E-4 -0.002643836662173271 0.0024745429400354624 0.0012852110667154193 0.00226409500464797 -0.004320892039686441 0.0038742562755942345 2.4405903241131455E-4 -0.0028152307495474815 -0.0017233358230441809 -0.003106894204393029 0.0034806206822395325 1.7716105503495783E-4 0.0020237851422280073 -0.0027185077778995037 -0.004977121949195862 -0.002702626632526517 0.004341107793152332 0.0031389575451612473 -0.002302993554621935 -0.003179384395480156 -2.2856381838209927E-4 0.004223873373121023 -0.0011649993248283863 -0.0033108480274677277 0.0014500335091724992
"PierceJames", -0.004143483936786652 -7.138141081668437E-4 0.003733732271939516 0.0027983614709228277 -0.003707364434376359 -0.0031347081530839205 0.003848930587992072 -9.30486770812422E-4 5.23270689882338E-4 -0.004145241808146238 -0.002366826171055436 -0.0028111946303397417 9.852669900283217E-4 -0.002956273267045617 0.0010844786884263158 0.002130563138052821 0.0017139350529760122 0.003835682524368167 0.0016045417869463563 0.004641011357307434 -0.0035121880937367678 -0.0031275933142751455 4.232290666550398E-4 0.002882649889215827 0.003234682371839881 0.0028330134227871895 0.0011075538350269198 0.004076814744621515 -2.65951530309394E-4 0.001909207203425467 -0.0017781155183911324 0.00401250971481204 -0.002156758215278387 1.0532282612985E-4 -0.002955566393211484 0.0037249408196657896 0.004372810944914818 -0.0030651609413325787 -3.625309545896016E-5 -0.004102130886167288 0.0017107391031458974 -0.0037350726779550314 0.004265662282705307 -0.0012340574758127332 1.6599548689555377E-4 0.003199193859472871 -0.0047482759691774845 0.004328736569732428 -6.797516252845526E-4 -0.00280341156758368 -0.001520143006928265 8.403643732890487E-4 9.449214558117092E-4 -0.003217301331460476 -0.0029341639019548893 -0.003765059867873788 -0.0037361031863838434 -0.0038000675849616528 -0.004752513952553272 7.1809405926615E-4 -0.004978347569704056 0.0029687138739973307 -0.003690409939736128 2.9311710386537015E-4 0.0011038315715268254 0.003984926734119654 0.0043200356885790825 0.0011513117933645844 0.0023502830881625414 -0.003549843095242977 0.002729203086346388 -4.479040508158505E-4 0.004894849844276905 -0.005001817364245653 -0.0011794700985774398 0.002713009249418974 0.0016938440967351198 -1.5506488125538453E-5 -0.0013129654107615352 -0.0022605224512517452 0.0031014985870569944 0.002294492907822132 0.003458369290456176 -0.004718234296888113 0.001508917543105781 5.491191986948252E-4 0.003776866476982832 0.001467213616706431 -5.2749208407476544E-5 0.0019964720122516155 0.004410588648170233 1.902381336549297E-5 0.002646750770509243 6.621487555094063E-4 0.0018935449188575149 -0.002500074915587902 -0.0034077533055096865 0.002157381968572736 -0.003994491416960955 -0.003709823125973344
"ChaneyJr.Lon", -9.930504020303488E-4 -0.0032598194666206837 7.858321769163013E-4 -0.0011977477697655559 -2.4197885068133473E-4 0.0044912658631801605 -7.570424932055175E-4 -0.0041321865282952785 -0.0035512337926775217 0.004210281651467085 -0.004155775066465139 5.121491267345846E-4 -8.26974690426141E-4 -0.004862363915890455 -5.525107844732702E-4 -0.0018509604269638658 0.0031114951707422733 -0.004531856160610914 0.004208812024444342 -0.0028383475728332996 0.0033621301408857107 -0.0031825932674109936 0.0041728271171450615 -0.002477698028087616 -0.0016954040620476007 -0.004298204556107521 0.00457366369664669 0.0031527273822575808 -0.002395542338490486 0.0034781249705702066 0.0036149993538856506 0.0018582926131784916 -0.003738599130883813 -0.004776055924594402 0.0013929265551269054 -0.0010195079958066344 -0.004117447882890701 -6.606258684769273E-4 0.0017057341756299138 0.004018492065370083 -0.00348154385574162 0.004102893639355898 0.00312863290309906 -0.002446381840854883 0.002549164928495884 -0.0040007238276302814 -0.0022847962100058794 0.003169288858771324 7.123656687326729E-4 -0.004407315049320459 0.0041803643107414246 -0.0027357442304491997 -0.004627436865121126 3.3066532341763377E-4 -0.003071566578000784 0.0041154674254357815 0.0014609438367187977 0.004056110978126526 -0.0043718526139855385 0.00487488554790616 -0.0034732494968920946 0.001806455198675394 0.0023204926401376724 0.0014137866673991084 0.0018383555579930544 9.105806238949299E-4 2.5416561402380466E-4 -0.00177415378857404 -0.00224815821275115 -0.0011295457370579243 0.001750234980136156 8.973275544121861E-4 -0.003554912284016609 -6.880889413878322E-4 -0.002841964829713106 -0.0030432536732405424 6.522184703499079E-4 0.003802961902692914 0.0022846299689263105 -6.801887066103518E-4 0.004574963357299566 0.0012327987933531404 0.001359113259240985 6.575104780495167E-4 -5.61120396014303E-4 -0.003136622253805399 3.730680327862501E-4 -3.581273485906422E-4 0.002449276391416788 -0.004645094741135836 -0.004278138279914856 0.0025210161693394184 -0.002259401837363839 9.454392129555345E-4 -0.0023219462018460035 0.004941818304359913 9.554757270962E-4 -0.0029520431999117136 9.574733558110893E-4 0.004144960083067417
"DillonTom", -0.0020466253627091646 -0.0017081296537071466 0.002858945867046714 0.0035120255779474974 0.004831647966057062 0.003130358876660466 -3.336314402986318E-4 1.5354909919551574E-5 0.0034770567435771227 0.0029621687717735767 0.003519053105264902 -6.539105088450015E-4 -0.0034698026720434427 0.001918493420816958 -0.0047492473386228085 9.041046141646802E-4 0.0015153090935200453 0.0035331586841493845 0.0030807575676590204 0.0038900102954357862 0.0010085777612403035 0.004187199752777815 -0.0010442646453157067 -0.003828285960480571 0.0016020655166357756 -0.0011292436392977834 0.0038523473776876926 0.0031108807306736708 -0.0023842137306928635 -0.0015178036410361528 0.0010808040387928486 0.0037848642095923424 0.004307528957724571 0.0019461563788354397 -0.003936868626624346 -0.004004271235316992 1.357525325147435E-4 -0.0030146532226353884 -0.002398581011220813 5.970214260742068E-4 0.0037339706905186176 -0.0034046610817313194 -0.004966218490153551 0.0011014854535460472 0.0019377220887690783 0.004784713964909315 0.0018130115931853652 -6.403090665116906E-4 -0.0034085523802787066 -5.125183379277587E-4 0.0016101436922326684 6.596429011551663E-5 0.004386232700198889 -0.0016167619032785296 0.003635671455413103 -0.001691595884039998 0.003121067536994815 -0.001686766161583364 -0.004767992068082094 0.0012289327569305897 0.0036676591262221336 0.0013661481207236648 0.0049798800610005856 0.001936797983944416 0.004694285802543163 4.19613097619731E-5 3.6711196298711E-4 0.0019021705957129598 -0.00248687993735075 -0.002831601770594716 -0.00394740654155612 0.004921606741845608 0.004391419235616922 -0.004918201826512814 0.002517241518944502 -0.004961468745023012 -0.003820749232545495 0.002806133823469281 0.0014593636151403189 -0.004403678234666586 0.0021026807371526957 0.0032914273906499147 -0.00417644577100873 -5.926479352638125E-4 0.0047363294288516045 0.0017104500439018011 -0.001334551488980651 -0.003975308034569025 0.0031765669118613005 -0.00326344883069396 -2.5841983733698726E-4 0.004779648967087269 -0.0037780916318297386 -0.004722883924841881 -0.004641290288418531 0.003416010644286871 -0.004145062994211912 -0.0028411345556378365 0.0018703058594837785 0.004592049401253462
"CarusoAnthony", 0.0021059277933090925 6.926467176526785E-4 -0.002388473367318511 -0.002085864543914795 8.864987175911665E-4 -0.003666074713692069 -0.004092808347195387 0.0017532253405079246 0.0036323799286037683 -0.0023458783980458975 0.003528756322339177 6.932527176104486E-4 0.0024244822561740875 -0.0022374079562723637 -0.0035111266188323498 0.0034725305158644915 0.003366611897945404 0.00352371740154922 0.0017652383539825678 0.0012052864767611027 -0.001393610960803926 0.0030783647671341896 -0.004391250666230917 -0.0024250901769846678 0.0016805077902972698 -0.004335436969995499 0.002373668598011136 0.004601787310093641 -0.00447222450748086 0.004820263013243675 -5.046408623456955E-4 2.746479367488064E-5 -6.142717320472002E-4 0.0016222826670855284 0.0027379572857171297 0.004585148300975561 -0.004117707721889019 0.0012317890068516135 0.0024878589902073145 -0.002439710544422269 -0.0026281930040568113 -9.398041293025017E-4 0.0012031001970171928 0.004373570438474417 -0.003033670363947749 0.0048680673353374004 -0.002687426982447505 0.0015464866301044822 0.0029734987765550613 0.0024070758372545242 -0.0012172467540949583 -2.2481904306914657E-4 -0.0035316438879817724 -0.001866443664766848 0.002908692229539156 0.0045769959688186646 0.004536605905741453 -1.7875098274089396E-4 0.0028582250233739614 0.004737164359539747 4.6879492583684623E-4 -0.002547825686633587 0.003466194262728095 0.0037372768856585026 0.0019523088121786714 0.0024715799372643232 0.004569485783576965 6.935560377314687E-4 -0.0012283535907045007 0.0011825152905657887 9.417369146831334E-4 -6.27366011030972E-4 -0.004563143476843834 -0.002527617383748293 0.004926913883537054 -0.0032958765514194965 -0.0020891795866191387 0.004107663407921791 -0.0026213410310447216 0.0016129013383761048 0.002098667901009321 -0.0016621594550088048 -0.0019621688406914473 -0.0015842532739043236 -0.0011343733640387654 -0.004454613197594881 2.604972687549889E-4 -5.108664627186954E-4 9.051257511600852E-4 -0.0013246441958472133 -0.0020057314541190863 -8.030814933590591E-4 6.726770079694688E-4 0.004807970952242613 8.767499821260571E-4 0.0028254222124814987 0.0027370781172066927 -0.0036658497992902994 7.797841681167483E-4 -0.0036530946381390095
"RechtJoe", -0.0018634197767823935 0.0027280733920633793 0.004025645554065704 -0.0016404896741732955 0.0038727496284991503 8.896012150216848E-5 0.004672172944992781 0.002062256447970867 5.336300819180906E-4 -0.0022745474707335234 2.32474718359299E-4 -0.003564369399100542 0.0040342118591070175 -0.003682408481836319 -0.004044529516249895 7.64902273658663E-4 -0.002654345938935876 0.0021599514875561 0.004695916548371315 4.8628539661876857E-4 -0.004202190320938826 -0.003187240334227681 0.0037770255003124475 0.001554099260829389 1.8497672863304615E-4 -0.00392991304397583 0.004222468007355928 -0.0012612460413947701 -0.003310304833576083 0.0020102758426219225 -0.004155624657869339 0.0040777502581477165 -0.0032578068785369396 0.0013290533097460866 0.0044789970852434635 0.0035206242464482784 -5.989862838760018E-4 -0.0021908117923885584 0.0014954317593947053 1.7763470532372594E-4 9.493938414379954E-4 8.439659723080695E-4 0.00461377901956439 -0.004924290347844362 -4.028137482237071E-4 0.001272627036087215 -0.0026924123521894217 0.004521568305790424 0.0036108787171542645 0.0029234818648546934 4.457818795344792E-5 -0.0040291789919137955 0.002768403384834528 -0.002578036393970251 4.0734437061473727E-4 -0.0013006952358409762 -0.004680403042584658 -0.0019677996169775724 -0.003988274373114109 -0.0040065450593829155 0.003923291340470314 -0.003680803347378969 -0.002179059199988842 0.0030404694844037294 -3.1556570320390165E-4 -0.004285342060029507 0.0015077550197020173 0.002654176438227296 0.003960968926548958 0.0020457752980291843 0.0019017236772924662 -0.001616894849576056 -0.0018545611528679729 -0.003273876616731286 0.0035837097093462944 -6.694532930850983E-4 0.0017465108539909124 -0.0017712241970002651 0.0010989286238327622 0.001550278509967029 -0.003225551452487707 -0.0025949981063604355 -0.004462442826479673 0.0013949275016784668 0.0011241183383390307 -0.003866208251565695 -1.0904859664151445E-4 3.8905537803657353E-4 -0.004677429795265198 8.293058490380645E-4 1.349770900560543E-4 -0.004644386470317841 0.002690032823011279 0.0040047247894108295 0.0025754806119948626 -0.001970753539353609 -0.004349522292613983 2.8501913766376674E-4 2.71322438493371E-4 -0.004077928606420755
"McHughMatt", 0.00453574862331152 -0.004753918386995792 -9.686715202406049E-4 0.0012460484867915511 -0.001874375157058239 0.00450417585670948 -0.0013147552963346243 -0.002324840519577265 -0.0015166428638622165 0.0011397292837500572 7.618550444021821E-4 -8.637675200589001E-4 0.003625708632171154 0.004814589861780405 -5.710055702365935E-4 0.004370476584881544 -0.0035922625102102757 -0.004047703463584185 0.00497050117701292 4.072842784808017E-5 -7.426015799865127E-4 4.755438712891191E-4 9.36850206926465E-4 -0.0012306181015446782 -0.004017292056232691 -0.00325186550617218 -0.002556578256189823 -0.0023682715836912394 -0.002848186297342181 -8.384643588215113E-4 -0.0030426715966314077 -0.0011345307575538754 -0.001080621499568224 0.0031470339745283127 -0.0011471951147541404 -0.0015382166020572186 -0.0020557893440127373 -0.00391819654032588 4.704186285380274E-4 -0.002960216486826539 -0.004312530625611544 -0.004393016919493675 0.0012876554392278194 -0.0022813393734395504 0.004583538044244051 0.002696448704227805 9.00813436601311E-4 -0.0010719321435317397 -0.004460438620299101 0.003209246788173914 -0.0018086415948346257 -0.003655582433566451 3.723763220477849E-4 -3.8394174771383405E-4 -0.0013489066623151302 -0.0047988262958824635 -0.0027036992833018303 -0.00192559277638793 1.937902270583436E-4 -0.004475983791053295 0.004084126092493534 0.0022521226201206446 4.695702809840441E-4 0.0038837301544845104 -0.0035334420390427113 -0.0017410926520824432 -0.0014393925666809082 0.001972281141206622 -0.0036323457024991512 0.0015893707750365138 0.003939076326787472 0.004601062275469303 0.0017881197854876518 -0.00347122666426003 6.904802285134792E-4 -0.00351050216704607 5.638910224661231E-4 0.0015673119341954589 -0.0035791362170130014 0.004157083574682474 -0.0023851399309933186 -0.0018392815254628658 -5.517529207281768E-4 0.0020345826633274555 0.004100297577679157 0.0029519088566303253 0.0035549411550164223 0.002403710735961795 3.3198241726495326E-4 -0.0030248546972870827 0.0012321072863414884 -0.004176612943410873 0.002453044755384326 9.863763116300106E-4 -0.003738164436072111 -0.0031102506909519434 0.005038756411522627 -0.0017854844918474555 -0.0011223973706364632 0.003920871764421463
"HopeBob", -4.538026114460081E-4 -7.414922583848238E-4 -0.0015404223231598735 -0.002000578446313739 0.004468197468668222 -0.0010960870422422886 0.0028400192968547344 -0.0026345443911850452 0.0038324883207678795 -0.004338419530540705 0.004117942880839109 0.0027501489967107773 0.004780612885951996 -0.004807253833860159 0.0042104655876755714 0.002027803100645542 -0.00277761765755713 -0.003424606518819928 0.0015989645617082715 0.003918022383004427 8.929957402870059E-5 -0.001967093674466014 -3.254996845498681E-4 0.0014095311053097248 -0.0033277212642133236 1.190768089145422E-4 -0.004708515014499426 0.003985389601439238 0.0032868022099137306 -0.0030654596630483866 0.003100477159023285 -0.0012849430786445737 0.0016246060840785503 0.004636663943529129 -0.0020147208124399185 0.002781192772090435 0.004247467499226332 -0.002807459095492959 -0.0014196045231074095 0.004901524167507887 -7.487722905352712E-5 0.004671625792980194 -0.0033723723609000444 0.0048012505285441875 0.004846906755119562 0.0036964057944715023 -0.002250504679977894 0.0015438992995768785 0.003291413187980652 -0.002758907387033105 9.307865984737873E-4 6.46728731226176E-4 0.004160495940595865 -0.004009859636425972 0.004173820372670889 0.0036740496288985014 0.00434380816295743 -0.0045853001065552235 -0.0014542468125000596 -1.730160875013098E-4 0.002283641370013356 0.002913876436650753 0.004649502690881491 -9.009030181914568E-4 -0.003380757523700595 -0.0033686854876577854 0.002141741104424 -0.004693293012678623 -0.0028627479914575815 -0.0018263073870912194 -0.0011494727805256844 0.0028792954981327057 0.0028441166505217552 0.0018730651354417205 -0.002000790322199464 -0.004605627153068781 -0.0024590687826275826 0.0020509036257863045 -8.149113855324686E-4 0.00388108822517097 -0.003657290246337652 -0.00228139734826982 0.0035426889080554247 0.004924952518194914 0.0026693607214838266 0.0020900859963148832 0.0014671572716906667 2.2035217261873186E-4 0.0034723284188658 -0.0031587230041623116 0.0030871739145368338 -0.005030456464737654 0.0010617562802508473 0.00339878280647099 -0.0011381059885025024 0.0017953310161828995 0.004371302202343941 -0.0025789623614400625 -4.966494743712246E-4 -0.004038753919303417
